id,name,type,breed,age,energy_level,size,good_with_kids,health_condition,other_pets_compatibility,environment_suitability,special_needs,location
3902,Pet3902,Cat,Maine Coon,2,1,Large,Yes,Allergies,Yes,Farm,Mobility issue,New York
3903,Pet3903,Dog,German Shepherd,10,1,Large,No,None,No,House,None,New York
3904,Pet3904,Cat,Persian,2,3,Medium,No,Vaccinated,No,Farm,Mobility issue,San Jose
3905,Pet3905,Cat,Persian,10,1,Small,Yes,Allergies,Maybe,Farm,Behavioral support,San Diego
3906,Pet3906,Dog,German Shepherd,9,1,Small,No,Vaccinated,Yes,House,Behavioral support,Houston
3907,Pet3907,Dog,Beagle,1,2,Large,No,Allergies,Maybe,House,Mobility issue,New York
3908,Pet3908,Cat,Maine Coon,9,2,Large,Yes,Neutered,No,Apartment,None,San Jose
3909,Pet3909,Cat,Siamese,5,1,Medium,Yes,Vaccinated,Maybe,Apartment,Mobility issue,San Antonio
3910,Pet3910,Dog,Poodle,1,1,Small,No,Allergies,No,Farm,None,Los Angeles
3911,Pet3911,Dog,Beagle,5,3,Small,Yes,Allergies,Maybe,House,Mobility issue,Philadelphia
3912,Pet3912,Cat,Persian,10,2,Small,No,Allergies,No,Apartment,Behavioral support,Phoenix
3913,Pet3913,Dog,Beagle,10,3,Medium,Yes,Vaccinated,Yes,Farm,Mobility issue,Chicago
3914,Pet3914,Dog,Bulldog,3,3,Medium,Yes,None,No,Apartment,Mobility issue,Los Angeles
3915,Pet3915,Cat,Sphynx,4,1,Medium,Yes,None,Maybe,House,Mobility issue,San Antonio
3916,Pet3916,Dog,Beagle,2,2,Medium,No,Vaccinated,Maybe,Farm,Mobility issue,New York
3917,Pet3917,Dog,Labrador,3,3,Small,Yes,Vaccinated,Yes,House,Behavioral support,San Jose
3918,Pet3918,Cat,Maine Coon,6,3,Medium,No,Neutered,Yes,Apartment,None,Houston
3919,Pet3919,Cat,Sphynx,5,1,Medium,Yes,Allergies,No,House,Mobility issue,Chicago
3920,Pet3920,Dog,Poodle,5,3,Large,Yes,Allergies,Yes,Farm,None,San Jose
3921,Pet3921,Dog,Bulldog,10,2,Small,No,Neutered,Maybe,Farm,Mobility issue,San Antonio
3922,Pet3922,Dog,Poodle,3,2,Medium,No,Neutered,Yes,Apartment,None,Dallas
3923,Pet3923,Cat,Persian,8,2,Small,Yes,Allergies,Maybe,Apartment,Behavioral support,San Diego
3924,Pet3924,Dog,Bulldog,6,2,Small,No,Allergies,Maybe,House,Mobility issue,San Jose
3925,Pet3925,Cat,Maine Coon,4,3,Medium,Yes,Neutered,Yes,House,Mobility issue,Chicago
3926,Pet3926,Cat,Persian,5,3,Medium,Yes,Vaccinated,Maybe,Apartment,Mobility issue,Chicago
3927,Pet3927,Dog,Poodle,3,2,Medium,Yes,Neutered,Maybe,House,Mobility issue,New York
3928,Pet3928,Cat,Maine Coon,8,3,Small,Yes,Vaccinated,No,House,Behavioral support,Chicago
3929,Pet3929,Cat,Persian,1,1,Small,Yes,Allergies,Yes,Apartment,Mobility issue,New York
3930,Pet3930,Dog,Labrador,4,1,Medium,No,Allergies,No,Apartment,Mobility issue,Phoenix
3931,Pet3931,Dog,Poodle,8,3,Large,Yes,Allergies,No,Farm,None,Chicago
3932,Pet3932,Dog,Poodle,8,1,Large,Yes,None,Yes,Farm,Behavioral support,San Jose
3933,Pet3933,Cat,Bengal,10,3,Medium,No,Neutered,No,House,None,San Jose
3934,Pet3934,Cat,Maine Coon,2,1,Small,No,Vaccinated,No,Farm,Behavioral support,Phoenix
3935,Pet3935,Cat,Bengal,3,3,Medium,No,Neutered,Yes,Farm,Behavioral support,Dallas
3936,Pet3936,Dog,Labrador,8,1,Small,No,None,No,Apartment,None,Philadelphia
3937,Pet3937,Dog,Beagle,1,1,Small,Yes,None,Yes,Farm,Behavioral support,Chicago
3938,Pet3938,Dog,Bulldog,10,3,Small,Yes,Neutered,Yes,Farm,Mobility issue,Phoenix
3939,Pet3939,Dog,Beagle,2,2,Small,No,None,Maybe,Farm,None,San Diego
3940,Pet3940,Cat,Maine Coon,7,3,Medium,Yes,None,Yes,Apartment,None,Dallas
3941,Pet3941,Cat,Siamese,2,1,Medium,No,None,Yes,Apartment,None,New York
3942,Pet3942,Dog,Poodle,2,2,Large,No,None,Yes,Apartment,Behavioral support,Phoenix
3943,Pet3943,Dog,Beagle,7,1,Large,No,Allergies,Maybe,Farm,None,Phoenix
3944,Pet3944,Cat,Sphynx,4,2,Small,No,None,Maybe,Farm,Behavioral support,Philadelphia
3945,Pet3945,Dog,German Shepherd,1,2,Large,No,Vaccinated,Yes,House,None,Phoenix
3946,Pet3946,Cat,Maine Coon,1,1,Small,No,Allergies,Maybe,Farm,Behavioral support,Chicago
3947,Pet3947,Cat,Maine Coon,4,2,Large,Yes,None,No,House,Mobility issue,Phoenix
3948,Pet3948,Cat,Sphynx,7,3,Medium,Yes,Vaccinated,Maybe,Farm,Mobility issue,San Antonio
3949,Pet3949,Dog,German Shepherd,3,3,Medium,No,Neutered,No,House,Behavioral support,Phoenix
3950,Pet3950,Cat,Bengal,9,3,Medium,No,Neutered,No,Apartment,None,Houston
3951,Pet3951,Dog,German Shepherd,9,1,Medium,No,None,No,House,Mobility issue,Houston
3952,Pet3952,Cat,Maine Coon,6,2,Large,No,None,Maybe,Apartment,None,San Diego
3953,Pet3953,Dog,Poodle,8,3,Small,No,Allergies,No,Apartment,Mobility issue,New York
3954,Pet3954,Dog,Poodle,4,1,Medium,Yes,Neutered,No,Apartment,Behavioral support,San Jose
3955,Pet3955,Dog,Labrador,3,3,Large,No,None,No,Farm,Mobility issue,Phoenix
3956,Pet3956,Dog,Bulldog,6,2,Large,Yes,Allergies,Yes,House,Behavioral support,Phoenix
3957,Pet3957,Cat,Bengal,6,1,Large,No,Allergies,Yes,Farm,Behavioral support,Houston
3958,Pet3958,Cat,Maine Coon,3,3,Large,Yes,Neutered,Yes,Apartment,Mobility issue,New York
3959,Pet3959,Cat,Siamese,1,2,Medium,No,Vaccinated,No,Apartment,Behavioral support,Philadelphia
3960,Pet3960,Dog,Labrador,2,3,Medium,No,None,Yes,Farm,Behavioral support,San Diego
3961,Pet3961,Dog,Poodle,3,2,Small,Yes,Neutered,Yes,Apartment,None,San Jose
3962,Pet3962,Cat,Bengal,10,1,Small,Yes,Allergies,Maybe,Apartment,Behavioral support,Philadelphia
3963,Pet3963,Dog,Poodle,10,2,Large,Yes,Allergies,Maybe,Farm,Behavioral support,Phoenix
3964,Pet3964,Cat,Persian,4,2,Medium,No,Vaccinated,Yes,Farm,Mobility issue,New York
3965,Pet3965,Dog,Labrador,9,3,Medium,No,None,Maybe,Apartment,Behavioral support,New York
3966,Pet3966,Cat,Persian,4,1,Small,No,Vaccinated,Maybe,House,Behavioral support,Los Angeles
3967,Pet3967,Cat,Bengal,10,1,Large,No,Vaccinated,No,Farm,Behavioral support,Philadelphia
3968,Pet3968,Dog,Labrador,5,3,Small,No,Neutered,Yes,Apartment,Behavioral support,New York
3969,Pet3969,Cat,Persian,2,3,Small,No,None,Yes,Apartment,Mobility issue,Dallas
3970,Pet3970,Cat,Maine Coon,10,3,Medium,Yes,None,No,House,Mobility issue,Dallas
3971,Pet3971,Cat,Siamese,2,2,Medium,No,None,Yes,Farm,None,New York
3972,Pet3972,Dog,Labrador,2,1,Small,No,Neutered,Maybe,Farm,Mobility issue,Houston
3973,Pet3973,Dog,Bulldog,3,1,Small,No,None,No,Apartment,Behavioral support,Phoenix
3974,Pet3974,Dog,Poodle,4,3,Small,No,Allergies,Maybe,Farm,None,San Antonio
3975,Pet3975,Cat,Bengal,1,2,Small,Yes,None,Yes,House,None,Philadelphia
3976,Pet3976,Cat,Maine Coon,3,2,Large,Yes,Neutered,Maybe,Farm,None,San Diego
3977,Pet3977,Dog,Beagle,2,2,Large,No,Vaccinated,Maybe,House,None,New York
3978,Pet3978,Cat,Bengal,7,1,Small,Yes,None,Maybe,Farm,None,Philadelphia
3979,Pet3979,Cat,Maine Coon,2,3,Large,Yes,Allergies,Yes,House,Behavioral support,New York
3980,Pet3980,Dog,German Shepherd,7,2,Small,No,Vaccinated,Yes,House,Behavioral support,Chicago
3981,Pet3981,Dog,Poodle,3,2,Medium,No,Allergies,No,Apartment,Behavioral support,Dallas
3982,Pet3982,Cat,Siamese,2,3,Large,Yes,None,No,House,None,Houston
3983,Pet3983,Dog,Beagle,7,2,Large,Yes,Vaccinated,Yes,House,None,Philadelphia
3984,Pet3984,Dog,Beagle,6,3,Large,Yes,None,Yes,Farm,Mobility issue,San Antonio
3985,Pet3985,Cat,Persian,3,1,Large,Yes,Allergies,Yes,Farm,Behavioral support,Los Angeles
3986,Pet3986,Cat,Maine Coon,8,2,Small,No,None,No,Farm,Behavioral support,Chicago
3987,Pet3987,Dog,Bulldog,6,3,Large,Yes,None,No,Apartment,Behavioral support,San Jose
3988,Pet3988,Dog,Beagle,5,1,Large,Yes,Neutered,No,Farm,Mobility issue,San Antonio
3989,Pet3989,Dog,Bulldog,10,1,Medium,No,None,No,Farm,None,New York
3990,Pet3990,Dog,Poodle,10,2,Medium,No,Neutered,Yes,Apartment,Mobility issue,Chicago
3991,Pet3991,Dog,Poodle,6,1,Large,Yes,None,Maybe,Apartment,Behavioral support,San Diego
3992,Pet3992,Dog,German Shepherd,3,3,Small,Yes,Neutered,No,Apartment,Behavioral support,Chicago
3993,Pet3993,Dog,Beagle,8,2,Medium,Yes,None,Maybe,Apartment,None,Chicago
3994,Pet3994,Dog,Poodle,9,3,Medium,No,Allergies,Yes,House,Behavioral support,Chicago
3995,Pet3995,Dog,Beagle,7,3,Large,Yes,Neutered,No,Apartment,None,San Diego
3996,Pet3996,Dog,German Shepherd,2,3,Medium,Yes,None,Yes,Farm,None,New York
3997,Pet3997,Dog,German Shepherd,9,3,Large,Yes,Allergies,Yes,Farm,Mobility issue,Houston
3998,Pet3998,Cat,Persian,8,1,Medium,No,Allergies,Yes,Apartment,Behavioral support,Philadelphia
3999,Pet3999,Cat,Persian,7,2,Small,Yes,None,Yes,Apartment,Mobility issue,Los Angeles
4000,Pet4000,Cat,Maine Coon,4,1,Medium,Yes,Vaccinated,No,Farm,None,Houston
4001,Pet4001,Dog,German Shepherd,8,2,Medium,Yes,Vaccinated,Maybe,Farm,Behavioral support,Philadelphia
4002,Pet4002,Dog,Poodle,1,3,Medium,Yes,Allergies,Maybe,House,Mobility issue,Houston
4003,Pet4003,Dog,German Shepherd,7,2,Large,Yes,Allergies,No,House,Mobility issue,San Jose
4004,Pet4004,Cat,Bengal,5,2,Small,Yes,Vaccinated,Yes,Apartment,None,New York
4005,Pet4005,Cat,Persian,4,3,Large,Yes,Vaccinated,Maybe,House,Behavioral support,Philadelphia
4006,Pet4006,Cat,Siamese,7,1,Medium,No,Vaccinated,No,House,None,San Antonio
4007,Pet4007,Cat,Maine Coon,10,3,Large,Yes,None,No,Farm,Behavioral support,San Antonio
4008,Pet4008,Dog,Beagle,3,1,Medium,No,Allergies,Maybe,Farm,None,Philadelphia
4009,Pet4009,Dog,Bulldog,4,2,Large,Yes,Allergies,Yes,Farm,Behavioral support,Chicago
4010,Pet4010,Cat,Sphynx,2,2,Small,No,Neutered,Yes,House,Behavioral support,San Diego
4011,Pet4011,Cat,Maine Coon,3,1,Small,Yes,Neutered,Maybe,House,Mobility issue,Los Angeles
4012,Pet4012,Cat,Persian,9,1,Large,Yes,Neutered,No,House,Mobility issue,Los Angeles
4013,Pet4013,Cat,Maine Coon,2,1,Large,Yes,Allergies,Maybe,Apartment,None,Dallas
4014,Pet4014,Cat,Siamese,9,3,Small,Yes,Neutered,No,Apartment,Mobility issue,Phoenix
4015,Pet4015,Cat,Persian,6,1,Small,No,None,Maybe,Apartment,None,Phoenix
4016,Pet4016,Dog,Labrador,8,1,Large,Yes,None,Yes,Apartment,Behavioral support,Phoenix
4017,Pet4017,Cat,Siamese,6,2,Small,Yes,Neutered,No,House,Mobility issue,San Diego
4018,Pet4018,Cat,Sphynx,10,1,Large,Yes,Vaccinated,No,Farm,Mobility issue,San Jose
4019,Pet4019,Cat,Maine Coon,9,3,Small,Yes,Allergies,No,House,Mobility issue,Dallas
4020,Pet4020,Cat,Sphynx,2,3,Large,Yes,None,Maybe,Apartment,Behavioral support,Phoenix
4021,Pet4021,Dog,Labrador,5,2,Small,No,Allergies,Yes,Apartment,Mobility issue,Dallas
4022,Pet4022,Cat,Siamese,4,2,Medium,No,None,Yes,House,Mobility issue,San Antonio
4023,Pet4023,Dog,Bulldog,5,1,Small,No,Vaccinated,No,Farm,None,Houston
4024,Pet4024,Cat,Bengal,2,1,Medium,No,None,Yes,House,None,Philadelphia
4025,Pet4025,Dog,Labrador,3,1,Medium,No,Vaccinated,Maybe,Farm,Behavioral support,San Jose
4026,Pet4026,Cat,Persian,10,2,Medium,Yes,Vaccinated,No,Apartment,None,San Antonio
4027,Pet4027,Dog,German Shepherd,4,1,Large,Yes,None,No,Farm,None,San Diego
4028,Pet4028,Cat,Sphynx,7,3,Medium,No,Allergies,Yes,Apartment,None,Chicago
4029,Pet4029,Cat,Maine Coon,4,1,Medium,No,Allergies,Yes,House,Behavioral support,Los Angeles
4030,Pet4030,Cat,Siamese,5,3,Small,No,Vaccinated,Yes,Farm,Behavioral support,Chicago
4031,Pet4031,Cat,Bengal,6,2,Medium,No,None,Maybe,Farm,Mobility issue,San Jose
4032,Pet4032,Cat,Siamese,5,1,Medium,Yes,Allergies,No,Apartment,Behavioral support,New York
4033,Pet4033,Dog,German Shepherd,6,3,Medium,Yes,Neutered,Yes,Apartment,Mobility issue,Chicago
4034,Pet4034,Cat,Bengal,9,1,Medium,Yes,Allergies,Maybe,Farm,None,Philadelphia
4035,Pet4035,Dog,German Shepherd,8,2,Medium,Yes,Allergies,Maybe,House,None,San Jose
4036,Pet4036,Dog,Beagle,6,3,Large,No,Neutered,No,Farm,Behavioral support,Houston
4037,Pet4037,Cat,Bengal,3,3,Medium,Yes,Vaccinated,No,Apartment,Behavioral support,Philadelphia
4038,Pet4038,Dog,Bulldog,10,2,Medium,Yes,Allergies,No,Apartment,Behavioral support,San Jose
4039,Pet4039,Cat,Sphynx,3,3,Medium,No,Neutered,Yes,Farm,None,San Diego
4040,Pet4040,Dog,German Shepherd,6,2,Large,No,Vaccinated,No,Farm,Mobility issue,San Jose
4041,Pet4041,Cat,Persian,2,2,Large,Yes,Allergies,Yes,Apartment,Behavioral support,Phoenix
4042,Pet4042,Cat,Siamese,10,2,Medium,No,Neutered,No,Apartment,None,Philadelphia
4043,Pet4043,Cat,Maine Coon,1,2,Small,No,Neutered,Maybe,Farm,None,San Diego
4044,Pet4044,Cat,Siamese,4,2,Medium,No,None,No,Apartment,Mobility issue,San Diego
4045,Pet4045,Cat,Sphynx,10,2,Medium,Yes,Vaccinated,Maybe,Apartment,Behavioral support,Philadelphia
4046,Pet4046,Dog,German Shepherd,5,1,Medium,Yes,Neutered,No,House,Mobility issue,Philadelphia
4047,Pet4047,Dog,Bulldog,2,3,Large,Yes,None,Yes,Farm,Mobility issue,San Jose
4048,Pet4048,Dog,Beagle,1,3,Small,No,Vaccinated,Maybe,Apartment,None,New York
4049,Pet4049,Dog,Beagle,10,3,Medium,Yes,Vaccinated,Maybe,Apartment,Behavioral support,San Diego
4050,Pet4050,Cat,Bengal,3,3,Large,Yes,Allergies,No,House,Mobility issue,Houston
4051,Pet4051,Cat,Sphynx,4,3,Large,Yes,Allergies,Maybe,House,Behavioral support,San Diego
4052,Pet4052,Cat,Maine Coon,7,3,Medium,No,Neutered,No,Apartment,Mobility issue,Houston
4053,Pet4053,Dog,German Shepherd,9,2,Large,No,Allergies,Yes,Farm,Mobility issue,Houston
4054,Pet4054,Cat,Sphynx,4,1,Large,Yes,Allergies,Yes,Apartment,Mobility issue,Los Angeles
4055,Pet4055,Cat,Siamese,7,3,Medium,No,Vaccinated,Yes,House,None,San Jose
4056,Pet4056,Dog,Bulldog,2,2,Large,No,Neutered,Yes,House,None,Houston
4057,Pet4057,Dog,Poodle,2,3,Large,Yes,Vaccinated,Maybe,Farm,Mobility issue,Los Angeles
4058,Pet4058,Cat,Siamese,7,3,Small,Yes,Neutered,Yes,Farm,Behavioral support,San Diego
4059,Pet4059,Dog,Labrador,1,3,Small,Yes,Neutered,Maybe,Farm,Mobility issue,San Antonio
4060,Pet4060,Cat,Siamese,3,3,Medium,No,Allergies,Yes,House,Behavioral support,Phoenix
4061,Pet4061,Cat,Siamese,2,3,Large,Yes,Allergies,No,House,None,Chicago
4062,Pet4062,Cat,Persian,10,3,Large,No,Neutered,No,Apartment,None,Chicago
4063,Pet4063,Dog,German Shepherd,5,3,Small,Yes,Neutered,Yes,House,None,Philadelphia
4064,Pet4064,Dog,Bulldog,6,1,Large,Yes,Vaccinated,Maybe,Apartment,None,Philadelphia
4065,Pet4065,Cat,Persian,9,2,Large,Yes,Allergies,Yes,Farm,None,Los Angeles
4066,Pet4066,Dog,Poodle,8,1,Small,Yes,Neutered,No,House,Behavioral support,Houston
4067,Pet4067,Cat,Sphynx,1,1,Large,No,None,No,Farm,None,San Jose
4068,Pet4068,Dog,Beagle,9,2,Large,No,Allergies,Maybe,Apartment,Mobility issue,Los Angeles
4069,Pet4069,Dog,Labrador,6,3,Medium,No,Allergies,Maybe,House,Behavioral support,San Jose
4070,Pet4070,Dog,Labrador,8,2,Small,No,Vaccinated,Maybe,Farm,None,San Diego
4071,Pet4071,Dog,Beagle,3,1,Small,No,None,No,Farm,None,New York
4072,Pet4072,Dog,Bulldog,5,3,Large,Yes,Vaccinated,Yes,Apartment,Mobility issue,New York
4073,Pet4073,Cat,Siamese,1,1,Large,No,Neutered,Maybe,Apartment,Mobility issue,Chicago
4074,Pet4074,Cat,Persian,10,2,Medium,No,Allergies,Yes,Apartment,Behavioral support,Houston
4075,Pet4075,Cat,Siamese,1,2,Large,No,Neutered,Yes,Farm,Mobility issue,Chicago
4076,Pet4076,Dog,Bulldog,2,2,Medium,No,None,Maybe,Farm,None,Chicago
4077,Pet4077,Dog,Beagle,8,2,Medium,Yes,Vaccinated,Yes,Apartment,Behavioral support,Philadelphia
4078,Pet4078,Cat,Sphynx,3,3,Large,No,None,No,House,Mobility issue,Los Angeles
4079,Pet4079,Dog,German Shepherd,6,3,Small,No,Allergies,Yes,House,Behavioral support,Philadelphia
4080,Pet4080,Dog,Poodle,7,1,Medium,Yes,Allergies,No,House,None,Philadelphia
4081,Pet4081,Cat,Maine Coon,8,2,Medium,No,Allergies,Maybe,House,Behavioral support,New York
4082,Pet4082,Cat,Siamese,9,2,Medium,Yes,None,No,Farm,None,San Jose
4083,Pet4083,Cat,Maine Coon,6,1,Small,No,Vaccinated,No,Farm,Mobility issue,Philadelphia
4084,Pet4084,Cat,Sphynx,8,1,Medium,Yes,None,No,House,None,San Diego
4085,Pet4085,Cat,Siamese,9,1,Medium,No,None,Yes,Farm,None,San Antonio
4086,Pet4086,Dog,German Shepherd,3,3,Medium,Yes,Allergies,Yes,House,Mobility issue,San Diego
4087,Pet4087,Cat,Siamese,3,1,Large,Yes,Neutered,No,Apartment,Mobility issue,Chicago
4088,Pet4088,Dog,German Shepherd,1,1,Large,No,Allergies,Maybe,House,Mobility issue,San Diego
4089,Pet4089,Cat,Persian,6,3,Small,No,None,No,Farm,Behavioral support,Los Angeles
4090,Pet4090,Cat,Siamese,3,3,Large,No,Allergies,No,Farm,None,Houston
4091,Pet4091,Cat,Persian,4,2,Large,No,Vaccinated,No,Farm,Behavioral support,Houston
4092,Pet4092,Cat,Sphynx,6,1,Small,No,Allergies,Yes,Apartment,Mobility issue,San Jose
4093,Pet4093,Dog,Labrador,9,1,Medium,No,None,Yes,Apartment,Mobility issue,Los Angeles
4094,Pet4094,Cat,Sphynx,7,1,Small,No,Vaccinated,Maybe,Farm,None,Los Angeles
4095,Pet4095,Dog,Bulldog,1,2,Large,No,None,Maybe,Apartment,None,San Diego
4096,Pet4096,Cat,Siamese,1,3,Medium,No,Allergies,Maybe,Apartment,Behavioral support,Phoenix
4097,Pet4097,Cat,Sphynx,5,1,Small,Yes,Allergies,Yes,Apartment,None,Dallas
4098,Pet4098,Cat,Siamese,9,1,Large,No,Allergies,No,Farm,Mobility issue,San Diego
4099,Pet4099,Cat,Persian,6,2,Small,No,Allergies,Yes,House,Mobility issue,San Jose
4100,Pet4100,Dog,German Shepherd,4,2,Medium,No,None,Yes,House,None,San Antonio
4101,Pet4101,Dog,Poodle,2,3,Medium,No,Vaccinated,Yes,House,Mobility issue,Chicago
4102,Pet4102,Cat,Sphynx,4,2,Large,No,Allergies,Maybe,House,None,Chicago
4103,Pet4103,Cat,Bengal,1,3,Medium,Yes,Neutered,No,Farm,None,Los Angeles
4104,Pet4104,Cat,Bengal,10,3,Large,No,Vaccinated,No,Apartment,None,Chicago
4105,Pet4105,Cat,Bengal,2,1,Small,Yes,Neutered,No,Apartment,None,Chicago
4106,Pet4106,Dog,German Shepherd,5,2,Large,No,Vaccinated,No,House,Mobility issue,Phoenix
4107,Pet4107,Cat,Persian,9,2,Large,No,Neutered,Yes,House,Behavioral support,San Jose
4108,Pet4108,Cat,Sphynx,2,1,Large,No,None,Yes,Apartment,None,Dallas
4109,Pet4109,Dog,Labrador,2,3,Small,Yes,None,Maybe,House,None,Chicago
4110,Pet4110,Dog,Beagle,2,2,Small,Yes,Allergies,Yes,Farm,Behavioral support,New York
4111,Pet4111,Cat,Siamese,3,2,Large,No,None,Yes,Apartment,None,Dallas
4112,Pet4112,Cat,Sphynx,1,3,Large,Yes,Neutered,Maybe,Apartment,Mobility issue,New York
4113,Pet4113,Dog,Beagle,1,2,Medium,No,Neutered,No,Apartment,None,San Diego
4114,Pet4114,Dog,Poodle,5,3,Medium,No,Vaccinated,Yes,House,Mobility issue,Philadelphia
4115,Pet4115,Dog,Labrador,3,3,Medium,Yes,Neutered,No,Apartment,Behavioral support,New York
4116,Pet4116,Dog,German Shepherd,4,3,Small,Yes,None,No,Farm,Behavioral support,Houston
4117,Pet4117,Cat,Siamese,4,1,Medium,No,Neutered,No,Farm,None,Los Angeles
4118,Pet4118,Cat,Persian,4,1,Medium,Yes,Neutered,No,Farm,Mobility issue,Chicago
4119,Pet4119,Dog,Labrador,6,1,Large,No,None,Maybe,House,Behavioral support,San Antonio
4120,Pet4120,Dog,Labrador,2,2,Medium,Yes,Vaccinated,No,Apartment,Mobility issue,Dallas
4121,Pet4121,Dog,Labrador,3,2,Small,No,None,No,House,None,Philadelphia
4122,Pet4122,Dog,Poodle,3,3,Small,Yes,Neutered,Maybe,House,Mobility issue,Los Angeles
4123,Pet4123,Dog,Beagle,5,2,Large,No,Allergies,Yes,Farm,Mobility issue,San Jose
4124,Pet4124,Dog,German Shepherd,5,3,Large,No,Allergies,No,Farm,None,San Jose
4125,Pet4125,Cat,Sphynx,8,1,Medium,No,None,Yes,Farm,Mobility issue,Phoenix
4126,Pet4126,Cat,Maine Coon,5,1,Large,Yes,None,No,House,Mobility issue,San Jose
4127,Pet4127,Cat,Sphynx,1,2,Medium,No,Vaccinated,No,House,Behavioral support,Phoenix
4128,Pet4128,Cat,Maine Coon,8,2,Large,Yes,Allergies,Maybe,House,Mobility issue,Philadelphia
4129,Pet4129,Dog,German Shepherd,9,3,Large,No,Allergies,No,House,Mobility issue,Dallas
4130,Pet4130,Dog,Labrador,5,1,Small,No,Allergies,Yes,Apartment,Mobility issue,San Jose
4131,Pet4131,Dog,Beagle,7,3,Large,No,Allergies,No,Farm,Mobility issue,San Jose
4132,Pet4132,Dog,Poodle,8,2,Small,No,Vaccinated,No,House,Mobility issue,Chicago
4133,Pet4133,Cat,Siamese,3,2,Small,Yes,Neutered,No,Apartment,Mobility issue,Phoenix
4134,Pet4134,Cat,Persian,3,1,Medium,Yes,Vaccinated,No,House,Mobility issue,San Jose
4135,Pet4135,Cat,Maine Coon,4,2,Small,Yes,None,Yes,Apartment,Mobility issue,San Jose
4136,Pet4136,Cat,Bengal,4,1,Medium,Yes,Vaccinated,Yes,Farm,Behavioral support,Dallas
4137,Pet4137,Dog,Poodle,6,2,Large,Yes,None,Yes,Apartment,Mobility issue,Dallas
4138,Pet4138,Cat,Maine Coon,2,3,Small,No,Vaccinated,Maybe,Apartment,Mobility issue,San Jose
4139,Pet4139,Cat,Persian,9,1,Medium,Yes,Allergies,Yes,Farm,Mobility issue,San Antonio
4140,Pet4140,Cat,Persian,4,3,Large,No,Allergies,Yes,House,Mobility issue,Houston
4141,Pet4141,Cat,Sphynx,8,3,Small,No,Neutered,Maybe,Apartment,Behavioral support,New York
4142,Pet4142,Dog,Beagle,5,1,Medium,Yes,Vaccinated,Yes,Farm,None,Los Angeles
4143,Pet4143,Cat,Persian,2,2,Small,Yes,Neutered,No,Farm,Mobility issue,New York
4144,Pet4144,Cat,Persian,5,2,Medium,Yes,Vaccinated,No,Apartment,Mobility issue,Los Angeles
4145,Pet4145,Dog,Bulldog,8,3,Large,No,Vaccinated,Yes,Apartment,Behavioral support,Los Angeles
4146,Pet4146,Dog,Poodle,3,2,Medium,No,Neutered,Yes,House,Behavioral support,San Jose
4147,Pet4147,Dog,Bulldog,3,3,Small,Yes,Vaccinated,Maybe,House,Behavioral support,Dallas
4148,Pet4148,Cat,Siamese,7,2,Medium,Yes,Vaccinated,Maybe,Apartment,Mobility issue,Philadelphia
4149,Pet4149,Cat,Maine Coon,1,1,Medium,No,None,Yes,Apartment,None,Chicago
4150,Pet4150,Dog,Labrador,7,1,Medium,No,Allergies,Yes,Apartment,Mobility issue,New York
4151,Pet4151,Dog,Poodle,7,3,Medium,No,Allergies,Yes,Farm,Behavioral support,Houston
4152,Pet4152,Cat,Bengal,2,3,Large,No,Allergies,Maybe,Apartment,Behavioral support,Houston
4153,Pet4153,Dog,Beagle,2,1,Large,Yes,Neutered,Yes,House,Mobility issue,San Diego
4154,Pet4154,Dog,Bulldog,2,1,Small,Yes,Neutered,Maybe,Apartment,Mobility issue,Chicago
4155,Pet4155,Cat,Persian,4,2,Small,No,Vaccinated,No,House,None,Phoenix
4156,Pet4156,Dog,Bulldog,3,1,Large,Yes,Allergies,No,House,Behavioral support,Phoenix
4157,Pet4157,Cat,Bengal,4,1,Medium,Yes,Allergies,No,House,None,New York
4158,Pet4158,Dog,Poodle,6,1,Medium,No,Neutered,Yes,House,Mobility issue,Phoenix
4159,Pet4159,Cat,Bengal,8,2,Large,Yes,Neutered,No,Farm,Behavioral support,San Antonio
4160,Pet4160,Dog,Poodle,5,3,Medium,Yes,Allergies,No,House,Mobility issue,Chicago
4161,Pet4161,Cat,Persian,1,2,Large,No,Allergies,Yes,House,Behavioral support,San Jose
4162,Pet4162,Cat,Sphynx,1,2,Medium,Yes,None,Yes,Farm,None,San Antonio
4163,Pet4163,Dog,Beagle,5,3,Large,No,Neutered,Yes,Apartment,Behavioral support,New York
4164,Pet4164,Dog,Bulldog,7,2,Small,No,Neutered,Yes,Apartment,None,Philadelphia
4165,Pet4165,Cat,Persian,5,1,Small,No,Vaccinated,Maybe,Farm,Behavioral support,Houston
4166,Pet4166,Cat,Sphynx,1,3,Large,No,Vaccinated,Maybe,Farm,Mobility issue,Philadelphia
4167,Pet4167,Cat,Maine Coon,9,3,Small,No,Allergies,No,House,None,Dallas
4168,Pet4168,Cat,Maine Coon,10,2,Large,No,Allergies,Yes,House,None,Phoenix
4169,Pet4169,Dog,German Shepherd,1,3,Medium,Yes,None,Maybe,Apartment,Behavioral support,Philadelphia
4170,Pet4170,Cat,Sphynx,5,3,Medium,No,Vaccinated,Maybe,House,None,San Antonio
4171,Pet4171,Cat,Persian,6,1,Small,Yes,Allergies,Maybe,Apartment,None,San Antonio
